Datetime,CO2 (ppm),T (°C),RH (%),P (Pa),Ambient Light (ADC),Battery (mV)
2021-09-12 13:18:37.027907,746,22.94,55.08,96544.18,19334,4369
2021-09-12 13:19:07.156526,746,22.94,55.07,96544.18,19308,4368
2021-09-12 13:19:37.227572,746,22.95,55.07,96545.98,19358,4367
2021-09-12 13:20:27.400608,746,22.95,55.05,96541.99,19358,4369
2021-09-12 13:21:07.666309,747,22.95,55.07,96539.73,19408,4369
2021-09-12 13:21:42.850462,747,22.95,55.05,96539.04,19392,4370
2021-09-12 13:22:12.983224,747,22.96,55.06,96537.02,19416,4370
2021-09-12 13:22:48.065348,748,22.96,55.06,96534.25,19338,4370
2021-09-12 13:23:18.220507,748,22.96,55.04,96536.56,19298,4370
2021-09-12 13:23:48.229362,748,22.97,55.03,96532.98,19166,4369
2021-09-12 13:24:18.226721,748,22.98,55.03,96530.5,19352,4370
2021-09-12 13:24:53.268511,749,22.97,55.01,96530.21,19352,4368
2021-09-12 13:25:23.450896,749,22.98,55.01,96525.65,19418,4370
2021-09-12 13:25:53.438797,749,22.99,54.99,96531.38,19322,4370
2021-09-12 13:26:23.465976,749,22.98,55.01,96529.06,19378,4369
2021-09-12 13:26:53.487425,749,22.98,54.98,96527.62,19418,4370
2021-09-12 13:27:58.933374,749,22.98,54.95,96526.81,19410,4369
2021-09-12 13:28:49.277124,747,22.98,54.92,96525.42,19470,4370
2021-09-12 13:29:19.408526,746,22.99,54.9,96526.23,19448,4371
2021-09-12 13:29:59.534097,743,22.99,54.9,96526.06,19500,4368
2021-09-12 13:30:34.729086,740,22.99,54.9,96526.69,19436,4369
2021-09-12 13:31:15.040274,737,22.99,54.9,96526.99,19438,4370
2021-09-12 13:31:45.147886,735,22.99,54.91,96527.57,18398,4370
2021-09-12 13:32:20.214547,731,22.99,54.91,96528.44,18404,4369
2021-09-12 13:33:01.843945,728,22.99,54.91,96526.18,18868,4368
2021-09-12 13:38:02.107980,727,23.01,54.89,96520.53,18214,4371
2021-09-12 13:43:02.156509,732,23.03,54.85,96519.45,18398,4371
2021-09-12 13:48:27.448755,746,23.04,54.83,96507.78,18256,4369
2021-09-12 13:53:27.730010,760,23.06,54.82,96503.28,18332,4370
2021-09-12 13:58:37.904839,772,23.08,54.79,96496.81,19514,4366
2021-09-12 14:03:38.104107,779,23.1,54.75,96492.26,19470,4369
2021-09-12 14:08:58.392755,775,23.12,54.68,96490.26,19548,4371
2021-09-12 14:13:58.578893,774,23.15,54.63,96482.18,19474,4367
2021-09-12 14:19:03.720748,774,23.17,54.6,96473.87,19440,4368
2021-09-12 14:24:19.055478,772,23.2,54.6,96474.41,19578,4368
2021-09-12 14:29:24.272786,772,23.21,54.58,96473.14,19608,4368
2021-09-12 14:34:34.577866,770,23.23,54.59,96472.06,18206,4369
2021-09-12 14:39:39.835862,790,23.27,54.64,96466.12,19440,4369
2021-09-12 14:44:50.099794,788,23.3,54.61,96461.4,19364,4369
2021-09-12 14:50:25.549730,749,23.28,54.58,96456.76,20120,4369
2021-09-12 14:55:40.818387,630,23.28,54.73,96458.32,17538,4368
2021-09-12 15:00:46.021675,634,23.31,54.7,96452.38,18844,4369
2021-09-12 15:05:51.307945,634,23.33,54.6,96443.08,18728,4371
2021-09-12 15:10:56.576137,622,23.37,54.56,96440.09,17336,4368
2021-09-12 15:15:56.751719,627,23.38,54.5,96434.08,17340,4368
2021-09-12 15:20:56.806985,649,23.39,54.45,96431.19,18922,4368
2021-09-12 15:26:22.064015,648,23.41,54.28,96422.29,18902,4368
2021-09-12 15:31:37.303188,652,23.43,54.12,96415.3,17458,4367
2021-09-12 15:36:37.513655,624,23.41,54.0,96413.96,17302,4367
2021-09-12 15:41:37.619066,575,23.39,53.92,96409.9,17254,4369
2021-09-12 15:46:47.765294,538,23.37,53.74,96405.78,18164,4368
2021-09-12 15:51:53.024647,530,23.37,53.65,96408.56,18786,4368
2021-09-12 15:56:58.313009,515,23.38,53.59,96404.63,18806,4370
2021-09-12 16:02:28.685804,495,23.41,53.31,96397.01,17322,4366
2021-09-12 16:07:28.879994,507,23.43,53.27,96392.44,18808,4369
2021-09-12 16:12:34.029303,523,23.44,53.37,96388.11,18828,4369
2021-09-12 16:17:34.237586,529,23.45,53.47,96385.34,18776,4369
2021-09-12 16:22:34.342747,533,23.48,53.49,96382.4,18796,4369
2021-09-12 16:27:34.436209,546,23.52,53.44,96381.49,18788,4369
2021-09-12 16:32:34.554624,549,23.55,53.36,96374.73,18756,4368
2021-09-12 16:37:39.671692,560,23.59,53.22,96370.12,18870,4369
2021-09-12 16:42:44.929764,560,23.62,53.02,96371.52,18842,4367
2021-09-12 16:47:45.162198,562,23.64,52.91,96367.3,18808,4367
2021-09-12 16:52:50.343596,565,23.68,52.81,96367.37,18726,4369
2021-09-12 16:58:00.573750,567,23.7,52.76,96362.46,18680,4369
2021-09-12 17:03:05.891945,563,23.73,52.95,96360.5,18684,4370
2021-09-12 17:08:06.111614,559,23.75,53.12,96359.06,18692,4369
2021-09-12 17:13:11.272280,559,23.79,53.11,96359.3,17240,4369
2021-09-12 17:18:21.516492,565,23.8,53.05,96357.46,18538,4369
2021-09-12 17:23:31.856147,566,23.83,52.93,96360.76,18590,4370
2021-09-12 17:28:32.103728,567,23.84,52.88,96360.94,18562,4370
